EventCode,EventBaseCode,EventRootCode,SOURCEURL,DATEADDED,entry,ARTICLETEXT
16,16,1,https://www.theepochtimes.com/us/justice-kavanaugh-warns-of-vicious-cycle-of-malicious-prosecutions-that-could-end-presidency-5638961,20240428,12,"‘This case has huge implications for the presidency, for the future of the presidency, for the future of the country,’ Justice Brett Kavanaugh says.

During Thursday’s deliberations at the U.S. Supreme Court on former President Donald Trump’s immunity claim, Supreme Court Justice Brett Kavanaugh warned that a decision in the case has future implications for whether future presidents are shielded from vicious cycles of malicious prosecution that could effectively end the presidency as we know it.

In the course of two-and-a-half hours of oral arguments on April 25, justices on the Supreme Court appeared skeptical of a ruling by a federal appeals court that rejected President Trump’s claim that he has absolute immunity from criminal charges based on his official acts as president.

President Trump was indicted by special counsel Jack Smith in August 2023 on charges of conspiring to overturn the results of the 2020 election.

Pleading not guilty, the former president has argued that he should receive absolute immunity from criminal prosecution for acts that fell within the scope of his official duties. The exception to this immunity, he has argued, is if Congress impeaches and convicts him on charges.

A federal appeals court rejected that argument, claiming that presidents must face prosecution for alleged criminal wrongdoing.

The question that is now before the Supreme Court is: “Whether and if so to what extent does a former president enjoy presidential immunity from criminal prosecution for conduct alleged to involve official acts during his tenure in office?”

During Thursday’s deliberations, the justices weighed the claim of absolute immunity that, if adopted, would stop Mr. Smith’s prosecution of the former president dead in its tracks.

Several conservative justices suggested they favor imposing limits on the prosecution of former presidents, while highlighting the importance of the case for the future.

Justice Kavanaugh said that when presidents are subject to prosecution, history shows that it’s not going to stop.

“It’s going to cycle back and be used against the current president or the next president ... and the next president and the next president after that.”

Justice Neil Gorsuch, who said that the court is “writing a rule for the ages,” along with Justice Samuel Alito and Justice Kavanaugh, all said that their concern was not so much the case against President Trump, but rather the effect of the ruling on future presidencies.

“This case has huge implications for the presidency, for the future of the presidency, for the future of the country,” Justice Kavanaugh said.

‘Rule for the Ages’ Former Deputy Solicitor General Michael Dreeben, who argued for Mr. Smith, said that the framers of the U.S. Constitution never intended for presidents to be above the law.

Mr. Dreeben also said that the crimes President Trump is charged with—including allegedly participating in a scheme to enlist dueling electors in battleground states won by President Joe Biden to cast alternate slates of electoral votes for him—weren’t a part of the president’s official duties.

Attorney D. John Sauer, who argued for President Trump, told the justices that without presidential immunity from criminal charges, the “presidency as we know it” will be changed, contending that the looming threat is that a decision to deny immunity would “destroy” presidential decisionmaking at a time in the nation’s history when it needs to be bold.

Mr. Sauer argued that the impact of the case would have implications far beyond the question at hand, raising the hypothetical prospect of President Biden facing charges of encouraging illegal immigration with his border policies.

Justice Kavanaugh expressed concern about the future implications of the case, warning of the prospect of a vicious cycle of malicious prosecutions that could hamper presidents for years to come.

Mr. Drebeen contended that the laws currently on the books have not shown they are prone to abuse, telling the high court that “we’ve lived from Watergate through the present, through the independent counsel era with all of its flaws, without these prosecutions having gone off on a runaway train.”

Justice Kavanaugh argued that the Reagan, Bush, and Clinton presidencies were all “hampered” by investigations, while suggesting that holding a president accountable is less important than protecting the functioning of the presidency.

He raised the question of the “risk” of a “creative prosecutor” using “vague” statutes against a commander-in-chief, telling Mr. Dreeben that this case has “huge implications” for the presidency, and that he was “very concerned about the future.”

Justice Kavanaugh cited the Supreme Court’s 1988 decision in Morrison v. Olson, which upheld the constitutionality of the independent counsel statute, as “one of the Court’s biggest mistakes” because it “hampered” presidential administrations. He argued that when former presidents are subjected to prosecution, this risks triggering a vicious cycle of vindictive prosecutions.

“What would the reaction be if, in an area not covered by this statute, the Justice Department posted a public notice inviting applicants to assist in an investigation and possible prosecution of a certain prominent person?” he asked.

“Does this not invite what Justice Jackson described as picking the man and then searching the law books or putting investigators to work to pin some offense on him?”"
31,31,3,https://www.yorkshirepost.co.uk/lifestyle/food-and-drink/grade-ii-listed-banking-hall-in-yorkshire-set-to-become-victorian-tearoom-4607484,20240428,13,"Plans to convert the former Natwest bank on Hustlergate, one of the city centre’s grandest buildings, into a tearoom were approved in 2022.

The proposals were submitted by the owners of neighbouring Tiffin Coffee.

Advertisement Hide Ad

Advertisement Hide Ad

The Yorkshire Lifestyle : The very best culture and features delivered to your inbox each week Sign up Thank you for signing up! Did you know with a Digital subscription to Yorkshire Post, you can get access to all of our premium content, as well as benefiting from fewer ads, loyalty rewards and much more. Learn More Sorry, there seem to be some issues. Please try again later. Submitting...

Earlier this year more detail of the works planned for the Grade II*-listed building were submitted to Bradford Council, setting out where the ventilation systems will be and detailing the layout of the café.

Natwest on Hustlergate in Bradford city centre

The ventilation, heating and extraction system will all be based in the building’s basement.

These works have now been given the green light by planners.

Planning officers said the work would be internal, adding: “The proposed interventions in the high-status banking hall and ground floor spaces appear sympathetic and non-detrimental to heritage significance.

Advertisement Hide Ad

Advertisement Hide Ad"
831,83,8,https://finance.yahoo.com/news/bob-bakish-expected-resign-paramount-234401039.html,20240428,14,"Bob Bakish is expected to resign as Paramount Global CEO amid merger talks heating up with Skydance, IndieWire has learned and according to multiple media reports.

It’s expected that Bakish, who has been with the company since 1997, could step down as early as Monday, which would be ahead of the company’s earnings call on Monday afternoon. He was named CEO in 2019 back when the company was called ViacomCBS.

More from IndieWire

Reps for Paramount Global declined comment.

It’s a shocking move that comes just as Skydance is closing in on its acquisition of Shari Redstone’s National Amusements, the theater company that holds 77 percent of the controlling shares of Paramount Global.

The Wall Street Journal reported Friday that a Bakish ouster was a possibility, with some board members reportedly souring on his leadership, and CNBC first reported Saturday that his exit could be as soon as Monday. The WSJ says that Paramount is expected to put in place an “Office of the CEO” made up of the company’s various division heads who will lead the company on an interim basis, and CNBC reported that Bakish’s exit was accelerated due to being opposed to the Skydance merger.

It’s expected once a merger between Skydance and Paramount closes, David Ellison would become CEO, and there’s been no illusion that Bakish would have a role in the new company. Bakish does however have a golden parachute in place worth up to $50 million.

Bakish’s recent tenure has been marred by not pursuing a potential $3 billion sale of Showtime, the legacy networks such as CBS, MTV, VH1, BET, and Nickelodeon have continued to suffer in a declining market for linear TV, its credit rating was reduced to “Junk,” and Paramount+ remains far from profitability, with some analysts wondering if Paramount would have been better off not entering streaming and instead becoming an “arms dealer” licensing its content to other streamers. In 2019, Paramount’s market value was $25.3 billion but is now just $8.4 billion.

Looming over Bakish’s potential ouster is Paramount’s negotiations with Charter on a new deal, which proved contentious when Disney’s deal expired with the cable provider and led to a radical new arrangement between the two companies back in September.

Skydance entered into exclusive negotiations with National Amusements on April 3, though talks are expected to extend past the 30-day window. However, Sony alongside Apollo Management Global are waiting in the wings to make their own offer after Redstone passed on Apollo’s offers for both the individual Paramount film and TV studios and Paramount Global as a whole.

Story continues

Additional reporting by Tony Maglio.

Best of IndieWire

Sign up for Indiewire's Newsletter. For the latest news, follow us on Facebook, Twitter, and Instagram."
22,22,2,https://www.kjct8.com/2024/04/27/eagle-valley-high-school-student-dies-after-stabbing-incident/,20240428,15,"GRAND JUNCTION, Colo. (KJCT) - An Eagle Valley High School Student died Wednesday after an incident in Gypsum Park.

The Eagle County Sheriffs Office confirmed that the High School Student died after being stabbed multiple times at the park. Deputies responded to the disturbance at 2nd Street Park around 10 p.m. Wednesday. Upon arrival, the teen was found with serious injuries and was transported to the hospital where they died due to the extent of their injuries. After an investigation a suspect was taken into custody.

The School District informed parents of the incident and directed students to seek support from the local Hope Center.

This is all the information available at this time.

STAY INFORMED — STAY CONNECTED | Download the KJCT News 8 App - iTunes: Click Here. - Google Play: Click Here.

HOW TO WATCH KJCT NEWS 8 ON YOUR SMART TV | ROKU: Go to the Roku Channel Store and search “KJCT News 8,” or click this link.

Copyright 2024 KJCT. All rights reserved."
191,191,19,https://www.newportdispatch.com/2024/04/27/two-men-cited-for-disorderly-conduct-over-pigs-blocking-road-in-orleans/,20240428,16,"Subscribe Banner Tap this box to receive FREE breaking local news directly in Facebook Messenger!

ORLEANS — Vermont State Police cited two men for aggravated disorderly conduct after a fight erupted on Maple Street over pigs blocking the road, authorities said.

The incident occurred at 5:13 p.m. on April 26 when police were called to the scene following reports of the animals obstructing traffic.

Responsive Banner Ad

Calls later indicated that Ty Morrison, 37, of Orleans, and Michael Cyr, 57, of Brownington, were engaged in a physical altercation in the same location.

Upon arrival, troopers found Morrison and Cyr amidst a heated dispute, which reportedly began over the presence of the pigs, which neither man owned or was responsible for.

The confrontation escalated to violent and tumultuous behavior, alarming onlookers and disrupting the peace.

Both Morrison and Cyr received citations to appear in Orleans County Superior Court to face charges related to the incident."
191,191,19,https://www.newportdispatch.com/2024/04/27/two-men-cited-for-disorderly-conduct-over-pigs-blocking-road-in-orleans/,20240428,17,"Subscribe Banner Tap this box to receive FREE breaking local news directly in Facebook Messenger!

ORLEANS — Vermont State Police cited two men for aggravated disorderly conduct after a fight erupted on Maple Street over pigs blocking the road, authorities said.

The incident occurred at 5:13 p.m. on April 26 when police were called to the scene following reports of the animals obstructing traffic.

NOW HIRING We’re looking for an experienced, part time laborer. Need to have pictures and references from previous job. Click below to call Randy at 802-323-3730 to set up an appointment.￼ Call Us Email Us Sponsored Ad

Calls later indicated that Ty Morrison, 37, of Orleans, and Michael Cyr, 57, of Brownington, were engaged in a physical altercation in the same location.

Upon arrival, troopers found Morrison and Cyr amidst a heated dispute, which reportedly began over the presence of the pigs, which neither man owned or was responsible for.

The confrontation escalated to violent and tumultuous behavior, alarming onlookers and disrupting the peace.

Both Morrison and Cyr received citations to appear in Orleans County Superior Court to face charges related to the incident."
874,87,8,https://www.bbc.co.uk/news/entertainment-arts-68812024,20240428,18,"""To have cuts, and the additional weight of public opinion swinging against the police - rightly so in many cases - it'd be wrong for me to not look at that and go, 'I need to reflect on people's feelings about that, the people who are doing their job',"" he says."
56,56,5,https://goodmenproject.com/featured-content/the-paradox-of-love-can-true-love-exist-without-this-important-factor/,20240428,19,"I am a romantic at heart, and though in reality relationships are fraught with ups and down. I have always believed that “love conquers all”. Recently I found myself having to choose between holding on to being wronged or forgiving in love.

While I know forgiveness doesn’t mean forgetting — Power of Forgiveness. As admitted by my friend, I was the wronged party and it felt justified to hold on to my grudge without forgiving and yet claim to be loving.

I felt like a hypocrite and realized while forgiveness is intertwined in love, not forgiving can’t lead to love.

Love is often portrayed as an unbreakable bond, a force that conquers all obstacles. But woven into the fabric of love lies a crucial element without which its endurance is questioned: forgiveness.

Can true love truly exist without it?

…

Forgiveness, the act of letting go of resentment and granting pardon, it is often hailed as the cornerstone of healthy relationships.

It acknowledges imperfections, embraces growth, and fosters reconciliation.

Yet, in the labyrinth of love, there are instances where this vital ingredient seems absent, leaving behind a question mark hanging over the relationship’s authenticity.

In exploring this paradox, let me delve into another personal story — a tale of love tested by the absence of forgiveness.

I once knew a couple, let’s call them Sarah and James, whose love story was akin to a fairytale. Their love seemed invincible, weathering storms that would have shattered lesser bonds. But beneath the surface lurked unresolved grievances, buried beneath layers of affection.

Sarah, a fiercely independent soul, held onto past hurts with a tenacity that rivaled her love for James. When James inadvertently betrayed her trust, she built walls around her heart, refusing to grant him the absolution he sought. Their love became a battleground, with resentment poisoning the well of affection that once nourished them.

Unforgiveness took a toll on their relationship.

Bitterness replaced tenderness, and communication turned into confrontation.

Despite their professed love, the absence of forgiveness cast a shadow over their union, leaving them adrift in a sea of unresolved emotions.

…

This story serves as a poignant reminder of the intricate dance between love and forgiveness. For love to thrive, forgiveness must be embraced — not as a sign of weakness, but as a testament to the strength of the human spirit.

Famous voices throughout history have echoed this sentiment, illuminating the symbiotic relationship between love and forgiveness:

· Mahatma Gandhi once said, “The weak can never forgive. Forgiveness is the attribute of the strong.” In love, true strength lies in the ability to forgive, to transcend the wounds of the past and embrace the possibility of renewal.

· Martin Luther King Jr. spoke of the transformative power of forgiveness, stating, “We must develop and maintain the capacity to forgive. He who is devoid of the power to forgive is devoid of the power to love.” Love, in its purest form, is intertwined with forgiveness, for it is through forgiveness that love finds its true expression.

· The Dalai Lama emphasized the liberating nature of forgiveness, stating, “Anger, hatred, and jealousy never solve problems, only affection, concern, and respect can do that.” In the landscape of love, forgiveness serves as a catalyst for healing, allowing affection to triumph over resentment.

In reflecting on these words, we cannot escape the conclusion that true love and forgiveness are inextricably linked.

Love devoid of forgiveness is but a shadow of its potential, a fragile vessel adrift in turbulent waters.

…

Amidst the complexity of human relationships, there exists a glimmer of hope — a beacon of light that illuminates the path to reconciliation. For forgiveness is not merely an act, but a journey — a journey towards understanding, empathy, and ultimately, love.

In the end, Sarah and James embarked on that journey, navigating the rough terrain of their emotions with courage and vulnerability. And though their road was fraught with challenges, they emerged stronger, their love tempered by the fires of forgiveness.

I also learnt in my personal relationship that to truly love you must forgive, holding on to hurts, injustice, doesn’t nothing but tear apart to fragments the love.

…

The enduring power of love — a power that transcends boundaries, overcomes obstacles, and embraces the transformative magic of forgiveness is the basis for its sustenance. To love and not be prepared to forgive, is better not to love. For unfortunately, the hurt we feel the most comes from those we love.

In conclusion, can true love exist without forgiveness?

Perhaps not in its fullest, most radiant form.

For in the tapestry of love, forgiveness weaves the threads that bind hearts together, transforming mere affection into an unbreakable bond — a bond forged in the crucible of human experience, enriched by the profound grace of forgiveness.

—

This post was previously published on medium.com.

***

Join The Good Men Project as a Premium Member today.

All Premium Members get to view The Good Men Project with NO ADS.

A $50 annual membership gives you an all access pass. You can be a part of every call, group, class and community.

A $25 annual membership gives you access to one class, one Social Interest group and our online communities.

A $12 annual membership gives you access to our Friday calls with the publisher, our online community.

Register New Account

Log in if you wish to renew an existing subscription. Username Email First Name Last Name Password Password Again Choose your subscription level Annual Platinum - $50.00 - 1 Year

5 Ways to Build Confidence - $149.00 - unlimited 5 Ways to Build Confidence and Make Meeting and Dating Women Less Nerve-Wracking

Relationship Masterclass - $999.00 - unlimited Relationship Masterclass: How to Date and Create Satisfying and Lasting Love and Sexi in this Crazy, Modern World

Annual Gold - $25.00 - 1 Year

Annual Bronze - $12.00 - 1 Year Credit / Debit Card PayPal Choose Your Payment Method Auto Renew Subscribe to The Good Men Project Daily Newsletter our Terms of Service which can be found here.





Need more info? A complete list of benefits is here.

—–

Photo credit: Brett Jordan on Unsplash"
214,21,2,https://accesswdun.com/article/2024/4/1239861/lawrenceville-officials-warn-of-court-scam,20240428,20,"Lawrenceville city officials are warning the public of phone scammers posing as the city's municipal court.

A social media post by the city Friday said reports have been made of callers contacting city residents in reference to a claim number or affidavit. The calls appear to originate from Lawrenceville Municipal Court.

""Lawrenceville Municipal Court will not ask for any sensitive information over the phone,"" the post by the city said.

Officials advised that any residents who receive such a call should immediately hang up and not give any personal information to the caller. They said the scammer is likely trying to obtain financial information from victims.

Those with questions about court status can call Lawrenceville Municipal Court directly at 770-963-3288 or by sending an email to [email protected]."
16,16,1,https://www.wlky.com/article/louisville-anna-chick-arraignment-portland-shooting/60625743,20240428,21,"Woman pleads not guilty to charges in connection with Portland neighborhood shooting

A woman arrested for a shooting in the Portland neighborhood stood before a judge on Saturday.Anna Chick, 28, pleaded not guilty to charges of assault and wanton endangerment.According to Louisville Metro Police, Chick shot a person in the leg in the 400 block of N 25th Street, Friday just after 5:30 p.m.>>Read more top stories hereThe victim was taken to the hospital and police say they are expected to be OK.Officers say the incident was likely an argument between neighbors. Chick will be back in court on Monday, May 6.

A woman arrested for a shooting in the Portland neighborhood stood before a judge on Saturday.

Anna Chick, 28, pleaded not guilty to charges of assault and wanton endangerment.

Advertisement

According to Louisville Metro Police, Chick shot a person in the leg in the 400 block of N 25th Street, Friday just after 5:30 p.m.

>>Read more top stories here

The victim was taken to the hospital and police say they are expected to be OK.

Officers say the incident was likely an argument between neighbors.

Chick will be back in court on Monday, May 6."
192,192,19,http://europe.chinadaily.com.cn/a/202404/27/WS662c84a8a31082fc043c45d6.html,20240428,22,"The Shushan Gunan Street historical and cultural block has become a gathering place for a new generation of zisha craftsmen.[Photo provided to China Daily]

Nestled at the foot of Shushan Mountain, beside the tranquil Lihe River, Gunan Street in Yixing, Jiangsu province, whispers tales of a bygone era. Once the vibrant heart of zisha, or reddish-brown pottery production, this historical street pulsated with the creativity of artisans and the commerce of traders.

Today, after undergoing extensive renovation, it has become a gathering place for a new generation of craftsmen dedicated to preserving the unique artistry of zisha pottery.

In April 2010, the Jiangsu provincial government officially recognized this area as the Shushan Gunan Street historical and cultural block. The district's layout, with the river encircling the mountain and the street running parallel, has preserved the essence of zisha pottery production, trade, and transportation since the Ming and Qing dynasties (1368-1911).

Chu Chengliang, vice-president of the Yixing folk cultural relics and artifacts association, explains that the preservation and restoration of this neighborhood were spearheaded by the government. They set the precedent by selecting five key areas, inspiring residents to prioritize preservation and undertake necessary upgrades to their own homes.

""The local government regularly gathers feedback and advice from local residents about how to maintain and improve the district,"" Chu adds. ""Then they review these suggestions at the end of the year to see what they've accomplished. This has really got people involved in sprucing up our neighborhood.""

Today, Gunan Street is not just a place to study the history and culture of zisha pottery, it has become a lively community where artisans and experts in the craft thrive. Many old houses along the street are now leased by craftsmen for pottery making and habitation, attracting lots of young talent.

""The government kept the street's original vibe intact, even restoring some historical features,"" Chu explains. He mentions that by hosting events like weekend markets, they have brought in young people. The revamped shops on Gunan Street are not just pottery stores, however; there are also dining options, making the street more diverse. Many local residents have also moved back, turning their homes into small craft workshops, art shops, and tea houses.

Led by Wang Jianguo, a professor at Southeast University's School of Architecture, the team has designed many public spaces in the area, in collaboration with the local government, enhancing local life. They have also helped plan the restoration of several houses and provided design services to the community.

""We've taken a gradual approach to renovation,"" explains Shen Yang, another Southeast University architecture professor and a member of Wang's team.

""We've even designed model rooms to help residents with their own renovation, showing precise dimensions for doors, windows, pillars and beams.

""While the area may not have many large traditional courtyards, it's a lively neighborhood. The transformation of the district is an ongoing process without a definite endpoint,"" he says."
